ticker,date,timestamp,open,high,low,close,volume
MSFT,2025-03-21,2025-03-21T08:00:00,386.97,386.97,386.97,386.97,418
MSFT,2025-03-21,2025-03-21T08:10:00,386.83,386.83,386.7,386.7,796
MSFT,2025-03-21,2025-03-21T08:15:00,386.02,386.02,385.51,385.51,1922
MSFT,2025-03-21,2025-03-21T08:20:00,385.72,385.72,385.72,385.72,206
MSFT,2025-03-21,2025-03-21T09:05:00,385.5,385.5,385.5,385.5,1215
MSFT,2025-03-21,2025-03-21T09:25:00,385.9,385.9,385.9,385.9,532
MSFT,2025-03-21,2025-03-21T09:45:00,386.01,386.01,386.01,386.01,606
MSFT,2025-03-21,2025-03-21T09:55:00,386,386,385.85,385.85,1029
MSFT,2025-03-21,2025-03-21T10:00:00,385.85,386,385.85,386,581
MSFT,2025-03-21,2025-03-21T10:30:00,386.22,386.22,386.11,386.11,918
MSFT,2025-03-21,2025-03-21T10:35:00,386.35,386.35,384.58,384.58,8436
MSFT,2025-03-21,2025-03-21T10:40:00,385,385.11,384.99,385.01,4442
MSFT,2025-03-21,2025-03-21T10:45:00,384.9,385,384.9,384.95,1963
MSFT,2025-03-21,2025-03-21T10:50:00,384.94,385,384.94,385,1794
MSFT,2025-03-21,2025-03-21T11:00:00,385.45,385.5,385.45,385.45,1939
MSFT,2025-03-21,2025-03-21T11:05:00,385.61,385.61,385.61,385.61,255
MSFT,2025-03-21,2025-03-21T11:10:00,385.7,385.7,385.7,385.7,923
MSFT,2025-03-21,2025-03-21T11:15:00,385.85,385.88,385.84,385.88,1318
MSFT,2025-03-21,2025-03-21T11:20:00,385.76,385.76,385.75,385.75,473
MSFT,2025-03-21,2025-03-21T11:25:00,385.84,386.06,385.84,386.06,1494
MSFT,2025-03-21,2025-03-21T11:30:00,385.96,385.96,385.96,385.96,101
MSFT,2025-03-21,2025-03-21T11:40:00,385.95,385.95,385.95,385.95,575
MSFT,2025-03-21,2025-03-21T11:45:00,385.79,385.79,385.79,385.79,337
MSFT,2025-03-21,2025-03-21T11:50:00,385.73,385.75,385.5,385.5,2664
MSFT,2025-03-21,2025-03-21T11:55:00,385.49,385.63,385.49,385.63,747
