ticker,date,timestamp,open,high,low,close,volume
NFLX,2024-11-06,2024-11-06T09:00:00,768.5,768.88,768.5,768.88,810
NFLX,2024-11-06,2024-11-06T09:35:00,776.99,777,776.99,777,777
NFLX,2024-11-06,2024-11-06T09:45:00,777,777,777,777,360
NFLX,2024-11-06,2024-11-06T09:55:00,776.03,776.03,776,776,719
NFLX,2024-11-06,2024-11-06T10:15:00,773.26,773.26,773.26,773.26,549
NFLX,2024-11-06,2024-11-06T10:20:00,773.31,773.31,773.14,773.14,536
NFLX,2024-11-06,2024-11-06T10:55:00,772.5,772.5,772.5,772.5,192
NFLX,2024-11-06,2024-11-06T11:50:00,773,773,773,773,290
NFLX,2024-11-06,2024-11-06T12:00:00,772.07,772.07,772.07,772.07,1144
NFLX,2024-11-06,2024-11-06T12:05:00,773.49,774,773.49,774,568
NFLX,2024-11-06,2024-11-06T12:10:00,773.5,773.5,773.5,773.5,254
NFLX,2024-11-06,2024-11-06T12:15:00,774.6,774.6,774.6,774.6,261
NFLX,2024-11-06,2024-11-06T12:25:00,773,773,773,773,444
NFLX,2024-11-06,2024-11-06T12:35:00,774,774,774,774,313
NFLX,2024-11-06,2024-11-06T12:40:00,773,773,772.5,773,2369
NFLX,2024-11-06,2024-11-06T12:45:00,773,773,773,773,244
NFLX,2024-11-06,2024-11-06T13:00:00,774,774.9999,769.93,770,8984
NFLX,2024-11-06,2024-11-06T13:05:00,770,770,770,770,1128
NFLX,2024-11-06,2024-11-06T13:15:00,770.7,772,770.7,772,1254
NFLX,2024-11-06,2024-11-06T13:25:00,772.77,772.84,772.77,772.77,1896
NFLX,2024-11-06,2024-11-06T13:30:00,773,773,773,773,613
NFLX,2024-11-06,2024-11-06T13:35:00,772.3,772.3,772.3,772.3,187
NFLX,2024-11-06,2024-11-06T13:55:00,772.9939,772.9939,772.9939,772.9939,234
NFLX,2024-11-06,2024-11-06T14:00:00,773,773,772.24,772.24,2718
NFLX,2024-11-06,2024-11-06T14:25:00,772,772,771.85,771.85,2385
NFLX,2024-11-06,2024-11-06T14:30:00,771.5,773,763.6972,764.13,187584
NFLX,2024-11-06,2024-11-06T14:35:00,765.87,767,761.03,763.15,117235
NFLX,2024-11-06,2024-11-06T14:40:00,763.2,763.82,758.6708,758.855,96552
NFLX,2024-11-06,2024-11-06T14:45:00,759.15,761.54,757.38,761.53,75070
NFLX,2024-11-06,2024-11-06T14:50:00,761.56,763.8899,759.6001,760.86,78528
NFLX,2024-11-06,2024-11-06T14:55:00,760.55,765.48,760.55,763.06,58298
NFLX,2024-11-06,2024-11-06T15:00:00,763.2,765.18,763,763.56,59999
NFLX,2024-11-06,2024-11-06T15:05:00,763.48,765.4999,762,764.66,46254
NFLX,2024-11-06,2024-11-06T15:10:00,765,768.36,763.64,768.15,49193
NFLX,2024-11-06,2024-11-06T15:15:00,768.935,768.935,765.8003,766,31211
NFLX,2024-11-06,2024-11-06T15:20:00,766.4,768.92,765.9102,767.76,31576
NFLX,2024-11-06,2024-11-06T15:25:00,767.395,768.23,766,768.23,26647
NFLX,2024-11-06,2024-11-06T15:30:00,768.08,769.249,767,767.35,33874
NFLX,2024-11-06,2024-11-06T15:35:00,767.0101,769,767.0101,768.41,22755
NFLX,2024-11-06,2024-11-06T15:40:00,768,770.17,766.78,767.944466,44956
NFLX,2024-11-06,2024-11-06T15:45:00,768.1,769.14,766.46,768.655,36640
NFLX,2024-11-06,2024-11-06T15:50:00,768.66,768.6699,766.6,766.78,14825
NFLX,2024-11-06,2024-11-06T15:55:00,767.43,768.91,767.16,768.12,17972
NFLX,2024-11-06,2024-11-06T16:00:00,768.9999,768.9999,767.3,767.58,17419
NFLX,2024-11-06,2024-11-06T16:05:00,767.3377,769,767.1173,768.51,15434
NFLX,2024-11-06,2024-11-06T16:10:00,768.795,769.87,768.795,769.79,20649
NFLX,2024-11-06,2024-11-06T16:15:00,769.6,770,767.8,768.2101,19561
NFLX,2024-11-06,2024-11-06T16:20:00,768.7,769.52,767.8558,769.185,47310
NFLX,2024-11-06,2024-11-06T16:25:00,769.19,770.59,769.19,770.59,22455
NFLX,2024-11-06,2024-11-06T16:30:00,770.6,771.3399,769.58,769.59,31064
NFLX,2024-11-06,2024-11-06T16:35:00,769.58,771.25,769.46,770.945,16908
NFLX,2024-11-06,2024-11-06T16:40:00,771.035,771.04,769.1401,769.8,24908
NFLX,2024-11-06,2024-11-06T16:45:00,769.415,770.0199,769.01,769.27,13448
NFLX,2024-11-06,2024-11-06T16:50:00,769,770.37,769,770.325,14735
NFLX,2024-11-06,2024-11-06T16:55:00,770.37,770.6124,769.96,769.9632,15797
NFLX,2024-11-06,2024-11-06T17:00:00,769.74,770,769.53,769.63,14804
NFLX,2024-11-06,2024-11-06T17:05:00,769.55,769.89,769.21,769.7899,13971
NFLX,2024-11-06,2024-11-06T17:10:00,769.56,771,769.56,770.47,24728
NFLX,2024-11-06,2024-11-06T17:15:00,770.793,770.793,769.13,769.86,30255
NFLX,2024-11-06,2024-11-06T17:20:00,769.48,769.8025,768.79,769.44,17280
NFLX,2024-11-06,2024-11-06T17:25:00,769.06,770,768.74,769.62,25335
NFLX,2024-11-06,2024-11-06T17:30:00,769.505,769.92,769.28,769.745,11288
NFLX,2024-11-06,2024-11-06T17:35:00,770.03,770.5,769.8,769.8,17050
NFLX,2024-11-06,2024-11-06T17:40:00,769.71,770.23,769.47,769.84,14159
NFLX,2024-11-06,2024-11-06T17:45:00,770.0799,770.98,769.73,770.65,18766
NFLX,2024-11-06,2024-11-06T17:50:00,770.78,770.93,769.91,770.93,20994
NFLX,2024-11-06,2024-11-06T17:55:00,770.725,772,770.725,771.62,25930
NFLX,2024-11-06,2024-11-06T18:00:00,771.77,774.22,771.6127,772.94,74616
NFLX,2024-11-06,2024-11-06T18:05:00,772.98,773.47,771.72,772.26,31462
NFLX,2024-11-06,2024-11-06T18:10:00,772.175,772.9899,771.2901,772.6,24214
NFLX,2024-11-06,2024-11-06T18:15:00,772.22,772.77,771.8801,772.585,21910
NFLX,2024-11-06,2024-11-06T18:20:00,772.68,772.68,770.7701,770.85,28044
NFLX,2024-11-06,2024-11-06T18:25:00,770.86,771.725,770.6,771.42,28910
NFLX,2024-11-06,2024-11-06T18:30:00,770.9896,771.74,770.8501,771.74,15049
NFLX,2024-11-06,2024-11-06T18:35:00,771.78,772.3099,771.39,772.01,13175
NFLX,2024-11-06,2024-11-06T18:40:00,772.27,772.53,771.84,771.99,16514
NFLX,2024-11-06,2024-11-06T18:45:00,772,773.29,772,773.2,20426
NFLX,2024-11-06,2024-11-06T18:50:00,772.79,773.03,771.515,771.88,18216
NFLX,2024-11-06,2024-11-06T18:55:00,771.515,772.6,771.25,771.69,21071
NFLX,2024-11-06,2024-11-06T19:00:00,771.76,773.45,771.5301,772.48,26096
NFLX,2024-11-06,2024-11-06T19:05:00,772.74,773.69,772.17,773.14,16329
NFLX,2024-11-06,2024-11-06T19:10:00,773.1711,775.81,773.14,775.58,71398
NFLX,2024-11-06,2024-11-06T19:15:00,775.33,775.7,774.1786,775.7,30269
NFLX,2024-11-06,2024-11-06T19:20:00,775.74,775.9,774.9501,775.7216,27289
NFLX,2024-11-06,2024-11-06T19:25:00,775.57,776.91,775.4101,776.91,28725
NFLX,2024-11-06,2024-11-06T19:30:00,776.7,777.51,776.525,776.83,38915
NFLX,2024-11-06,2024-11-06T19:35:00,776.665,777.71,776.25,777.63,29038
NFLX,2024-11-06,2024-11-06T19:40:00,777.1751,777.93,776.66,776.66,44935
