ticker,date,timestamp,open,high,low,close,volume
NVDA,2023-06-13,2023-06-13T08:00:00,39.71,39.801,39.652,39.725,87920
NVDA,2023-06-13,2023-06-13T08:05:00,39.736,39.77,39.736,39.77,78550
NVDA,2023-06-13,2023-06-13T08:10:00,39.779,39.78,39.75,39.771,37350
NVDA,2023-06-13,2023-06-13T08:15:00,39.78,39.839,39.78,39.839,47430
NVDA,2023-06-13,2023-06-13T08:20:00,39.839,40,39.805,39.999,140530
NVDA,2023-06-13,2023-06-13T08:25:00,40,40.005,39.957,39.957,140850
NVDA,2023-06-13,2023-06-13T08:30:00,39.96,39.96,39.96,39.96,3780
NVDA,2023-06-13,2023-06-13T08:35:00,39.96,39.96,39.946,39.951,20060
NVDA,2023-06-13,2023-06-13T08:40:00,39.966,39.973,39.966,39.973,16480
NVDA,2023-06-13,2023-06-13T08:45:00,39.951,39.974,39.951,39.97,26060
NVDA,2023-06-13,2023-06-13T08:55:00,39.947,39.947,39.943,39.943,67110
NVDA,2023-06-13,2023-06-13T09:00:00,39.948,40,39.944,40,93560
NVDA,2023-06-13,2023-06-13T09:05:00,40.026,40.1,40.026,40.045,174570
NVDA,2023-06-13,2023-06-13T09:10:00,40.041,40.06,40.02,40.02,43400
NVDA,2023-06-13,2023-06-13T09:15:00,40,40,39.969,39.969,49460
NVDA,2023-06-13,2023-06-13T09:20:00,39.939,39.957,39.939,39.957,7850
NVDA,2023-06-13,2023-06-13T09:25:00,39.935,39.95,39.922,39.95,34580
NVDA,2023-06-13,2023-06-13T09:30:00,39.956,39.956,39.923,39.923,17460
NVDA,2023-06-13,2023-06-13T09:40:00,39.933,39.933,39.9,39.9,60590
NVDA,2023-06-13,2023-06-13T09:45:00,39.869,39.88,39.869,39.88,15490
NVDA,2023-06-13,2023-06-13T09:50:00,39.88,39.89,39.878,39.878,18660
NVDA,2023-06-13,2023-06-13T09:55:00,39.891,39.891,39.849,39.849,29420
NVDA,2023-06-13,2023-06-13T10:00:00,39.86,39.897,39.859,39.875,89600
NVDA,2023-06-13,2023-06-13T10:05:00,39.86,39.86,39.8,39.828,20270
NVDA,2023-06-13,2023-06-13T10:10:00,39.819,39.838,39.819,39.838,25230
NVDA,2023-06-13,2023-06-13T10:15:00,39.807,39.813,39.8,39.8,27560
NVDA,2023-06-13,2023-06-13T10:20:00,39.78,39.802,39.77,39.802,24530
NVDA,2023-06-13,2023-06-13T10:25:00,39.8,39.815,39.8,39.8,17260
NVDA,2023-06-13,2023-06-13T10:30:00,39.818,39.86,39.818,39.86,19740
NVDA,2023-06-13,2023-06-13T10:35:00,39.834,39.834,39.816,39.816,6060
NVDA,2023-06-13,2023-06-13T10:40:00,39.832,39.832,39.808,39.815,19220
NVDA,2023-06-13,2023-06-13T10:50:00,39.789,39.82,39.789,39.82,16650
NVDA,2023-06-13,2023-06-13T11:00:00,39.813,39.834,39.77,39.78,191330
NVDA,2023-06-13,2023-06-13T11:05:00,39.78,39.784,39.75,39.75,99450
NVDA,2023-06-13,2023-06-13T11:10:00,39.73,39.743,39.706,39.743,206080
NVDA,2023-06-13,2023-06-13T11:15:00,39.758,39.765,39.752,39.765,33280
NVDA,2023-06-13,2023-06-13T11:20:00,39.767,39.767,39.745,39.751,35330
NVDA,2023-06-13,2023-06-13T11:25:00,39.76,39.76,39.75,39.75,74170
NVDA,2023-06-13,2023-06-13T11:30:00,39.757,39.758,39.712,39.712,77150
NVDA,2023-06-13,2023-06-13T11:35:00,39.712,39.712,39.675,39.675,103380
NVDA,2023-06-13,2023-06-13T11:40:00,39.68,39.696,39.675,39.68,92630
NVDA,2023-06-13,2023-06-13T11:45:00,39.669,39.692,39.663,39.68,51540
NVDA,2023-06-13,2023-06-13T11:50:00,39.68,39.695,39.675,39.677,57990
NVDA,2023-06-13,2023-06-13T11:55:00,39.677,39.724,39.674,39.724,126310
NVDA,2023-06-13,2023-06-13T12:00:00,39.77,39.981,39.666,39.75,2501920.0
NVDA,2023-06-13,2023-06-13T12:05:00,39.75,39.754,39.715,39.715,57390
NVDA,2023-06-13,2023-06-13T12:10:00,39.725,39.747,39.725,39.73,75510
NVDA,2023-06-13,2023-06-13T12:15:00,39.732,39.739,39.63,39.669,373870
NVDA,2023-06-13,2023-06-13T12:20:00,39.6689,39.73,39.6689,39.73,86560
NVDA,2023-06-13,2023-06-13T12:25:00,39.725,39.76,39.7018,39.76,139700
NVDA,2023-06-13,2023-06-13T12:30:00,39.782,40.049,39.595,39.8148,2168140.0
NVDA,2023-06-13,2023-06-13T12:35:00,39.827,40.095,39.82,40.06,1320190.0
NVDA,2023-06-13,2023-06-13T12:40:00,40.053,40.194,40.02,40.194,1504610.0
NVDA,2023-06-13,2023-06-13T12:45:00,40.161,40.195,40.11,40.119,695790
NVDA,2023-06-13,2023-06-13T12:50:00,40.1082,40.125,40.066,40.079,613310
NVDA,2023-06-13,2023-06-13T12:55:00,40.08,40.169,40.02,40.158,589400
NVDA,2023-06-13,2023-06-13T13:00:00,40.171,40.199,40.109,40.1581,725720
NVDA,2023-06-13,2023-06-13T13:05:00,40.146,40.243,40.124,40.225,960850
NVDA,2023-06-13,2023-06-13T13:10:00,40.2035,40.24,40.19,40.203,741330
NVDA,2023-06-13,2023-06-13T13:15:00,40.21,40.237,40.15,40.206,786660
NVDA,2023-06-13,2023-06-13T13:20:00,40.205,40.23,40.095,40.105,431860
NVDA,2023-06-13,2023-06-13T13:25:00,40.088,40.2,40.03,40.183,659540
NVDA,2023-06-13,2023-06-13T13:30:00,40.186,40.457,40.007,40.4489,23016890.0
NVDA,2023-06-13,2023-06-13T13:35:00,40.456,40.498,39.958,40.111,16837170.0
NVDA,2023-06-13,2023-06-13T13:40:00,40.107,40.262,39.91,40.07,12504870.0
NVDA,2023-06-13,2023-06-13T13:45:00,40.07,40.074,39.759,39.924,13142690.0
NVDA,2023-06-13,2023-06-13T13:50:00,39.924,40.136,39.793,40.134,9533540.0
NVDA,2023-06-13,2023-06-13T13:55:00,40.1275,40.215,39.96,39.975,9950830.0
NVDA,2023-06-13,2023-06-13T14:00:00,39.986,40.224,39.938,40.07,9689880.0
NVDA,2023-06-13,2023-06-13T14:05:00,40.059,40.149,39.885,39.9674,7918690.0
NVDA,2023-06-13,2023-06-13T14:10:00,39.967,40.015,39.778,39.816,10050460.0
NVDA,2023-06-13,2023-06-13T14:15:00,39.828,40.043,39.778,40.036,7428290.0
NVDA,2023-06-13,2023-06-13T14:20:00,40.037,40.115,39.951,39.9956,7734740.0
NVDA,2023-06-13,2023-06-13T14:25:00,39.994,40.039,39.804,39.8698,6376160.0
NVDA,2023-06-13,2023-06-13T14:30:00,39.874,39.975,39.74,39.9635,10079170.0
NVDA,2023-06-13,2023-06-13T14:35:00,39.9685,40.093,39.936,40.087,6130540.0
NVDA,2023-06-13,2023-06-13T14:40:00,40.0865,40.15,40.033,40.058,5641100.0
NVDA,2023-06-13,2023-06-13T14:45:00,40.058,40.144,39.945,40.131,6466220.0
NVDA,2023-06-13,2023-06-13T14:50:00,40.135,40.2739,40.111,40.2629,8150790.0
NVDA,2023-06-13,2023-06-13T14:55:00,40.2635,40.3305,40.23,40.292,7470960.0
NVDA,2023-06-13,2023-06-13T15:00:00,40.291,40.363,40.204,40.34,7477940.0
NVDA,2023-06-13,2023-06-13T15:05:00,40.3415,40.46,40.301,40.4525,9156920.0
NVDA,2023-06-13,2023-06-13T15:10:00,40.4525,40.63,40.4125,40.571,13431640.0
NVDA,2023-06-13,2023-06-13T15:15:00,40.5685,40.7885,40.54,40.776,11379560.0
NVDA,2023-06-13,2023-06-13T15:20:00,40.776,40.8999,40.701,40.7125,14060520.0
NVDA,2023-06-13,2023-06-13T15:25:00,40.71,40.836,40.658,40.715,7988980.0
NVDA,2023-06-13,2023-06-13T15:30:00,40.72,40.785,40.578,40.619,6386530.0
NVDA,2023-06-13,2023-06-13T15:35:00,40.6,40.73,40.595,40.636,6224870.0
NVDA,2023-06-13,2023-06-13T15:40:00,40.644,40.7399,40.611,40.7125,6052500.0
NVDA,2023-06-13,2023-06-13T15:45:00,40.71,40.761,40.635,40.693,5411980.0
NVDA,2023-06-13,2023-06-13T15:50:00,40.694,40.86,40.6501,40.761,6513330.0
NVDA,2023-06-13,2023-06-13T15:55:00,40.762,40.85,40.618,40.6371,6509400.0
NVDA,2023-06-13,2023-06-13T16:00:00,40.6328,40.645,40.48,40.63,8644680.0
NVDA,2023-06-13,2023-06-13T16:05:00,40.6267,40.707,40.619,40.696,4642680.0
NVDA,2023-06-13,2023-06-13T16:10:00,40.703,40.751,40.666,40.679,4251180.0
NVDA,2023-06-13,2023-06-13T16:15:00,40.689,40.7335,40.663,40.718,3556190.0
NVDA,2023-06-13,2023-06-13T16:20:00,40.707,40.707,40.5895,40.626,3621010.0
NVDA,2023-06-13,2023-06-13T16:25:00,40.627,40.69,40.541,40.651,3947030.0
NVDA,2023-06-13,2023-06-13T16:30:00,40.6535,40.704,40.6119,40.649,3072040.0
NVDA,2023-06-13,2023-06-13T16:35:00,40.656,40.75,40.619,40.723,3627300.0
